far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
poston1-15429,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15430,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15431,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15432,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15433,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15434,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
poston1-15435,2-poston,,,Los Angeles,CA,1945-09-14 00:00:00,,,33.973951,-118.248405
poston1-15436,2-poston,,,Los Angeles,CA,1945-09-14 00:00:00,,,33.973951,-118.248405
poston1-15437,2-poston,Reedley,CA,Reedley,CA,1945-05-30 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15438,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15439,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15440,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15441,2-poston,,,Reedley,CA,1945-08-08 00:00:00,,,36.669807,-119.398857
poston1-15442,2-poston,,,Reedley,CA,1945-08-08 00:00:00,,,36.669807,-119.398857
poston1-15443,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15444,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15445,2-poston,Reedley,CA,Chicago,IL,1943-07-08 00:00:00,36.669807,-119.398857,41.88531,-87.62213
poston1-15446,2-poston,Reedley,CA,Chicago,IL,1945-06-05 00:00:00,36.669807,-119.398857,41.88531,-87.62213
poston1-15447,2-poston,Reedley,CA,New York,NY,1944-07-25 00:00:00,36.669807,-119.398857,40.750422,-73.996328
poston1-15448,2-poston,Reedley,CA,Reedley,CA,1945-08-08 00:00:00,36.669807,-119.398857,36.669807,-119.398857
poston1-15449,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15450,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15451,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15452,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15453,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15454,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15455,2-poston,San Gabriel,CA,San Gabriel,CA,1945-08-27 00:00:00,34.114772,-118.089431,34.114772,-118.089431
poston1-15456,2-poston,Salinas,CA,Oakland,CA,1945-09-10 00:00:00,36.64152,-121.622188,37.786027,-122.223779
poston1-15457,2-poston,Salinas,CA,Oakland,CA,1945-09-10 00:00:00,36.64152,-121.622188,37.786027,-122.223779
poston1-15458,2-poston,Dinuba,CA,Price,UT,1945-03-02 00:00:00,36.509532,-119.395365,39.567883,-110.650901
poston1-15459,2-poston,Costa Mesa,CA,Chicago,IL,1944-03-28 00:00:00,33.678399,-117.911715,41.88531,-87.62213
poston1-15460,2-poston,Los Angeles,CA,Clearfield,UT,1945-05-02 00:00:00,33.973951,-118.248405,41.120367,-112.06076
poston1-15461,2-poston,Los Angeles,CA,Clearfield,UT,1945-05-02 00:00:00,33.973951,-118.248405,41.120367,-112.06076
poston1-15462,2-poston,,,Clearfield,UT,1945-05-02 00:00:00,,,41.120367,-112.06076
poston1-15463,2-poston,La Habra,CA,Alt Elder,NE,1943-08-20 00:00:00,33.942708,-117.952483,,
poston1-15464,2-poston,Del Rey,CA,Salt Lake City,UT,1945-07-18 00:00:00,36.6524,-119.592015,40.756095,-111.900719
poston1-15465,2-poston,Brawley,CA,Los Angeles,CA,1945-09-15 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15466,2-poston,Brawley,CA,Los Angeles,CA,1945-09-26 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15467,2-poston,Brawley,CA,Los Angeles,CA,1945-09-26 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15468,2-poston,Brawley,CA,Los Angeles,CA,1945-08-23 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15469,2-poston,Niland,CA,Littleton,CO,1945-08-14 00:00:00,33.23878,-115.51457,39.597937,-105.010182
poston1-15470,2-poston,Brawley,CA,Los Angeles,CA,1945-09-17 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15471,2-poston,Brawley,CA,Los Angeles,CA,1945-09-17 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15474,2-poston,Brawley,CA,Los Angeles,CA,1945-09-03 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15475,2-poston,Brawley,CA,Los Angeles,CA,1945-09-17 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15476,2-poston,Brawley,CA,Los Angeles,CA,1945-09-17 00:00:00,33.096382,-115.280168,33.973951,-118.248405
poston1-15477,2-poston,Brawley,CA,Cleveland,OH,1943-06-22 00:00:00,33.096382,-115.280168,41.489381,-81.667486
poston1-15478,2-poston,Salinas,CA,Glendale,AZ,1945-11-14 00:00:00,36.64152,-121.622188,33.531753,-112.177935
