far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
tulelake1-18613,10-tulelake,San Francisco,CA,Alameda,CA,1946-02-27 00:00:00,37.776646,-122.417481,37.770563,-122.264779
tulelake1-18616,10-tulelake,Los Angeles,CA,LA,CA,1946-03-15 00:00:00,33.973951,-118.248405,33.973951,-118.248405
tulelake1-18617,10-tulelake,Portland,OR,Brooklyn,NY,1945-05-31 00:00:00,45.507856,-122.690794,40.645099,-73.945032
tulelake1-18618,10-tulelake,Auburn,CA,Chicago,IL,1943-08-16 00:00:00,39.014933,-121.07047,41.88531,-87.62213
tulelake1-18620,10-tulelake,Bellingham,WA,Emmett,ID,1943-09-13 00:00:00,48.754092,-122.508129,43.908876,-116.492657
tulelake1-18621,10-tulelake,Isleton,CA,Japan,JAPAN,1945-12-27 00:00:00,38.16186,-121.61162,35.662,139.653
tulelake1-18622,10-tulelake,Loomis,CA,Loomis,CA,1946-01-28 00:00:00,38.814428,-121.176622,38.814428,-121.176622
tulelake1-18623,10-tulelake,Stockton,CA,El Centro,CA,1945-11-19 00:00:00,37.672196,-121.298794,32.770275,-115.598602
tulelake1-18624,10-tulelake,Sacramento,CA,Sacto,CA,1945-11-16 00:00:00,38.380456,-121.555406,,
tulelake1-18625,10-tulelake,Sacramento,CA,Sacto,CA,1946-03-14 00:00:00,38.380456,-121.555406,,
tulelake1-18631,10-tulelake,Honolulu,HI,Hon,TH,1946-03-04 00:00:00,24.859832,-168.021815,34.939265,-94.181321
tulelake1-18633,10-tulelake,Walnut Grove,CA,Locke,CA,1946-03-15 00:00:00,38.2559,-121.50835,38.25047,-121.509397
tulelake1-18634,10-tulelake,Walnut Grove,CA,Sacto,CA,1946-03-06 00:00:00,38.2559,-121.50835,,
tulelake1-18635,10-tulelake,Honolulu,HI,Hon,TH,1943-01-27 00:00:00,24.859832,-168.021815,34.939265,-94.181321
tulelake1-18636,10-tulelake,Honolulu,HI,Hon,TH,1943-01-27 00:00:00,24.859832,-168.021815,34.939265,-94.181321
tulelake1-18638,10-tulelake,Fresno,CA,Loomis,CA,1946-01-14 00:00:00,36.8411,-119.801015,38.814428,-121.176622
