far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
granada1-8854,4-amache,San Francisco,CA,Denver,CO,8/26/1945,37.776646,-122.417481,39.760189,-104.996553
granada1-8856,4-amache,Sacramento,CA,Chicago,IL,1/7/1944,38.380456,-121.555406,41.88531,-87.62213
granada1-8857,4-amache,Sacramento,CA,Ft. Lupton,CO,4/8/1943,38.380456,-121.555406,40.107238,-104.801094
granada1-8858,4-amache,Sacramento,CA,Ft. Lupton,CO,2/24/1943,38.380456,-121.555406,40.107238,-104.801094
granada1-8859,4-amache,Sacramento,CA,Chicago,IL,2/13/1945,38.380456,-121.555406,41.88531,-87.62213
granada1-8860,4-amache,Sacramento,CA,Detroit,MI,10/27/1944,38.380456,-121.555406,42.347021,-83.060184
granada1-8861,4-amache,Sacramento,CA,Lincoln,NE,9/8/1945,38.380456,-121.555406,40.865142,-96.823133
granada1-8862,4-amache,Sacramento,CA,Lincoln,NE,10/1/1945,38.380456,-121.555406,40.865142,-96.823133
granada1-8863,4-amache,Sacramento,CA,Lincoln,NE,10/1/1945,38.380456,-121.555406,40.865142,-96.823133
granada1-8864,4-amache,Sacramento,CA,Lincoln,NE,3/25/1945,38.380456,-121.555406,40.865142,-96.823133
granada1-8865,4-amache,Sacramento,CA,Lincoln,NE,9/17/1945,38.380456,-121.555406,40.865142,-96.823133
granada1-8866,4-amache,,,Lincoln,NE,9/17/1945,,,40.865142,-96.823133
granada1-8867,4-amache,,,Lincoln,NE,9/17/1945,,,40.865142,-96.823133
granada1-8868,4-amache,Sacramento,CA,Salt Lake City,UT,9/7/1945,38.380456,-121.555406,40.756095,-111.900719
granada1-8869,4-amache,Sacramento,CA,Salt Lake City,UT,9/7/1945,38.380456,-121.555406,40.756095,-111.900719
granada1-8870,4-amache,Sacramento,CA,Salt Lake City,UT,9/7/1945,38.380456,-121.555406,40.756095,-111.900719
granada1-8871,4-amache,Sacramento,CA,Salt Lake City,UT,6/21/1945,38.380456,-121.555406,40.756095,-111.900719
granada1-8872,4-amache,Los Angeles,CA,Los Angeles,CA,8/10/1945,33.973951,-118.248405,33.973951,-118.248405
granada1-8873,4-amache,Sebastopol,CA,Denver,CO,9/2/1945,38.407222,-122.869654,39.760189,-104.996553
granada1-8874,4-amache,Los Angeles,CA,New York,NY,10/13/1945,33.973951,-118.248405,40.750422,-73.996328
granada1-8875,4-amache,Los Angeles,CA,New York,NY,10/13/1945,33.973951,-118.248405,40.750422,-73.996328
granada1-8876,4-amache,Los Angeles,CA,New York,NY,10/13/1945,33.973951,-118.248405,40.750422,-73.996328
granada1-8877,4-amache,,,New York,NY,10/13/1945,,,40.750422,-73.996328
granada1-8878,4-amache,Los Angeles,CA,New York,NY,10/13/1945,33.973951,-118.248405,40.750422,-73.996328
granada1-8879,4-amache,Los Angeles,CA,Los Angeles,CA,9/10/1945,33.973951,-118.248405,33.973951,-118.248405
granada1-8880,4-amache,Los Angeles,CA,Los Angeles,CA,9/10/1945,33.973951,-118.248405,33.973951,-118.248405
granada1-8882,4-amache,Cotati,CA,Petaluma,CA,10/13/1945,38.463088,-122.989975,38.265366,-122.822588
granada1-8883,4-amache,Cotati,CA,Petaluma,CA,10/13/1945,38.463088,-122.989975,38.265366,-122.822588
granada1-8884,4-amache,Cotati,CA,Petaluma,CA,10/13/1945,38.463088,-122.989975,38.265366,-122.822588
granada1-8885,4-amache,Cotati,CA,Petaluma,CA,10/13/1945,38.463088,-122.989975,38.265366,-122.822588
granada1-8886,4-amache,Cotati,CA,Petaluma,CA,10/13/1945,38.463088,-122.989975,38.265366,-122.822588
granada1-8888,4-amache,Chico,CA,Pueblo,CO,12/2/1943,39.746159,-121.840083,38.293234,-104.536493
granada1-8889,4-amache,Chico,CA,Pueblo,CO,2/2/1943,39.746159,-121.840083,38.293234,-104.536493
granada1-8890,4-amache,Chico,CA,Pueblo,CO,1/29/1944,39.746159,-121.840083,38.293234,-104.536493
granada1-8891,4-amache,Chico,CA,Pueblo,CO,5/13/1945,39.746159,-121.840083,38.293234,-104.536493
granada1-8892,4-amache,Chico,CA,Pueblo,CO,2/26/1945,39.746159,-121.840083,38.293234,-104.536493
granada1-8893,4-amache,Chico,CA,Pueblo,CO,2/26/1945,39.746159,-121.840083,38.293234,-104.536493
granada1-8894,4-amache,Chico,CA,Pueblo,CO,2/10/1943,39.746159,-121.840083,38.293234,-104.536493
granada1-8895,4-amache,Chico,CA,Pueblo,CO,4/29/1943,39.746159,-121.840083,38.293234,-104.536493
granada1-8897,4-amache,Los Angeles,CA,Los Angeles,CA,9/23/1945,33.973951,-118.248405,33.973951,-118.248405
granada1-8898,4-amache,Los Angeles,CA,Laramie,WY,2/9/1944,33.973951,-118.248405,41.43902,-105.801022
granada1-8899,4-amache,Los Angeles,CA,New York,NY,3/27/1944,33.973951,-118.248405,40.750422,-73.996328
granada1-8900,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8901,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8902,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8903,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8904,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8905,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8906,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8907,4-amache,Los Angeles,CA,Chicago,IL,8/6/1945,33.973951,-118.248405,41.88531,-87.62213
granada1-8908,4-amache,Los Angeles,CA,Chicago,IL,8/6/1945,33.973951,-118.248405,41.88531,-87.62213
granada1-8909,4-amache,Los Angeles,CA,Chicago,IL,1/4/1945,33.973951,-118.248405,41.88531,-87.62213
granada1-8910,4-amache,Los Angeles,CA,Chicago,IL,4/28/1945,33.973951,-118.248405,41.88531,-87.62213
granada1-8913,4-amache,Los Angeles,CA,Chicago,IL,11/15/1943,33.973951,-118.248405,41.88531,-87.62213
granada1-8916,4-amache,Los Angeles,CA,Salt Lake City,UT,10/14/1945,33.973951,-118.248405,40.756095,-111.900719
granada1-8917,4-amache,Los Angeles,CA,Chicago,IL,12/28/1942,33.973951,-118.248405,41.88531,-87.62213
granada1-8918,4-amache,Los Angeles,CA,King Hill,ID,3/10/1944,33.973951,-118.248405,42.979861,-115.189933
granada1-8919,4-amache,Los Angeles,CA,King Hill,ID,4/23/1943,33.973951,-118.248405,42.979861,-115.189933
granada1-8920,4-amache,Wheatland,CA,Colorado Springs,CO,7/31/1945,39.00989,-121.42301,38.828893,-104.809929
granada1-8921,4-amache,Wheatland,CA,Colorado Springs,CO,7/31/1945,39.00989,-121.42301,38.828893,-104.809929
granada1-8922,4-amache,Wheatland,CA,Colorado Springs,CO,7/31/1945,39.00989,-121.42301,38.828893,-104.809929
granada1-8923,4-amache,Wheatland,CA,Colorado Springs,CO,7/31/1945,39.00989,-121.42301,38.828893,-104.809929
granada1-8924,4-amache,Wheatland,CA,Rockford,IL,3/9/1944,39.00989,-121.42301,42.33342,-89.157198
granada1-8925,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8926,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8927,4-amache,Broderick,CA,Chicago,IL,7/12/1944,37.155177,-119.543418,41.88531,-87.62213
granada1-8928,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8929,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8930,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8931,4-amache,Broderick,CA,Orland,CA,9/14/1945,37.155177,-119.543418,39.74738,-122.19637
granada1-8932,4-amache,,,Orland,CA,9/14/1945,,,39.74738,-122.19637
granada1-8933,4-amache,Turlock,CA,Cortez,CA,10/2/1945,37.474396,-120.875918,37.927981,-120.420751
granada1-8934,4-amache,Turlock,CA,Cortez,CA,10/2/1945,37.474396,-120.875918,37.927981,-120.420751
granada1-8935,4-amache,Turlock,CA,Rocky Ford,CO,3/8/1943,37.474396,-120.875918,37.995867,-103.708332
granada1-8936,4-amache,Turlock,CA,Chicago,IL,9/16/1944,37.474396,-120.875918,41.88531,-87.62213
granada1-8937,4-amache,Turlock,CA,Denver,CO,2/15/1943,37.474396,-120.875918,39.760189,-104.996553
granada1-8938,4-amache,Los Angeles,CA,Los Angeles,CA,8/27/1945,33.973951,-118.248405,33.973951,-118.248405
granada1-8939,4-amache,Walnut Grove,CA,Walnut Grove,CA,9/10/1945,38.2559,-121.50835,38.2559,-121.50835
granada1-8940,4-amache,San Pedro,CA,Los Angeles,CA,9/30/1945,33.753088,-118.253053,33.973951,-118.248405
granada1-8941,4-amache,San Pedro,CA,Los Angeles,CA,10/2/1945,33.753088,-118.253053,33.973951,-118.248405
granada1-8942,4-amache,San Pedro,CA,Chicago,IL,8/13/1945,33.753088,-118.253053,41.88531,-87.62213
granada1-8943,4-amache,San Pedro,CA,Los Angeles,CA,10/2/1945,33.753088,-118.253053,33.973951,-118.248405
granada1-8944,4-amache,San Pedro,CA,Los Angeles,CA,9/30/1945,33.753088,-118.253053,33.973951,-118.248405
granada1-8945,4-amache,Sebastopol,CA,Santa Rosa,CA,10/2/1945,38.407222,-122.869654,38.450412,-122.783159
granada1-8946,4-amache,Auburn,CA,Detroit,MI,7/12/1945,39.014933,-121.07047,42.347021,-83.060184
granada1-8947,4-amache,Los Angeles,CA,Detroit,MI,8/29/1945,33.973951,-118.248405,42.347021,-83.060184
granada1-8948,4-amache,,,Detroit,MI,8/29/1945,,,42.347021,-83.060184
granada1-8951,4-amache,Colusa,CA,Colusa,CA,10/2/1945,39.21433,-122.00942,39.21433,-122.00942
granada1-8952,4-amache,Colusa,CA,Colusa,CA,10/2/1945,39.21433,-122.00942,39.21433,-122.00942
granada1-8953,4-amache,Los Angeles,CA,Granada,CO,4/23/1943,33.973951,-118.248405,37.870309,-102.367626
granada1-8954,4-amache,Los Angeles,CA,Denver,CO,8/23/1944,33.973951,-118.248405,39.760189,-104.996553
granada1-8955,4-amache,Los Angeles,CA,Colorado Springs,CO,4/27/1944,33.973951,-118.248405,38.828893,-104.809929
granada1-8956,4-amache,Los Angeles,CA,Colorado Springs,CO,7/2/1945,33.973951,-118.248405,38.828893,-104.809929
granada1-8957,4-amache,Fresno,CA,Boulder,CO,3/8/1945,36.8411,-119.801015,40.049468,-105.201421
granada1-8958,4-amache,Fresno,CA,Boulder,CO,3/25/1945,36.8411,-119.801015,40.049468,-105.201421
