"rowid","a","far_id","camp","pre-evacuation_address","pre-evacuation_state","final_departure_destination","final_departure_state","date_of_final_departure","departure_latitude","departure_longitude","preevacuation_latitude","preevacuation_longitude"
79356,102898,"jerome1-5107","6-jerome","Fresno","CA","Gary","IN","1943-05-20 00:00:00",41.590686,-87.319937,36.8411,-119.801015
79357,102909,"jerome1-5118","6-jerome","El Monte","CA","Chicago","IL","1943-03-22 00:00:00",41.88531,-87.62213,34.078573,-118.043456
79358,102910,"jerome1-5119","6-jerome","El Monte","CA","Libertyville (Ht Mt)","IL","1944-03-15 00:00:00",42.28947,-87.957724,34.078573,-118.043456
79359,102912,"jerome1-5121","6-jerome","El Monte","CA","Libertyville","IL","1944-02-09 00:00:00",42.28947,-87.957724,34.078573,-118.043456
79360,102913,"jerome1-5122","6-jerome","El Monte","CA","Libertyville","IL","1944-02-09 00:00:00",42.28947,-87.957724,34.078573,-118.043456
79361,102917,"jerome1-5126","6-jerome","Los Angeles","CA","Chicago","IL","1943-05-06 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79362,102918,"jerome1-5127","6-jerome","Los Angeles","CA","La Salle","IL","1943-09-29 00:00:00",41.365092,-89.0866,33.973951,-118.248405
79363,102919,"jerome1-5128","6-jerome","Los Angeles","CA","La Salle","IL","1943-08-18 00:00:00",41.365092,-89.0866,33.973951,-118.248405
79364,102920,"jerome1-5129","6-jerome","Los Angeles","CA","Chicago","IL","1943-06-29 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79365,102921,"jerome1-5130","6-jerome","Los Angeles","CA","Davenport","IA","1943-11-24 00:00:00",41.521038,-90.574849,33.973951,-118.248405
79366,102939,"jerome1-5148","6-jerome","Long Beach","CA","Chicago","IL","1943-11-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79367,102949,"jerome1-5158","6-jerome","Fresno","CA","Washington","DC","1943-03-18 00:00:00",38.911936,-77.016719,36.8411,-119.801015
79368,102952,"jerome1-5161","6-jerome","Fresno","CA","Madison","WI","1943-01-08 00:00:00",43.06956,-89.423861,36.8411,-119.801015
79369,102953,"jerome1-5162","6-jerome","Fresno","CA","Washington","DC","1943-08-12 00:00:00",38.911936,-77.016719,36.8411,-119.801015
79370,102958,"jerome1-5167","6-jerome","Fresno","CA","Knox","IN","1943-11-17 00:00:00",41.280907,-86.608249,36.8411,-119.801015
79371,102959,"jerome1-5168","6-jerome","Delano","CA","Chicago","IL","1943-12-30 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79372,102996,"jerome1-5205","6-jerome","Delano","CA","Chicago","IL","1943-07-19 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79373,102997,"jerome1-5206","6-jerome","Delano","CA","Minneapolis","MN","1942-11-13 00:00:00",44.984577,-93.269097,35.779507,-119.200825
79374,102998,"jerome1-5207","6-jerome","Los Angeles","CA","New York","NY","1944-02-29 00:00:00",40.750422,-73.996328,33.973951,-118.248405
79375,103007,"jerome1-5216","6-jerome","Fresno","CA","St. Louis","MO","1943-08-17 00:00:00",38.631501,-90.19231,36.8411,-119.801015
79376,103010,"jerome1-5219","6-jerome","Fresno","CA","Toledo","OH","1943-06-01 00:00:00",41.720684,-83.569359,36.8411,-119.801015
79377,103013,"jerome1-5222","6-jerome","Fresno","CA","Cleveland","OH","1944-02-11 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79380,103026,"jerome1-5235","6-jerome","Tulare","CA","Clayton","MO","1944-06-09 00:00:00",39.897521,-93.934987,36.133527,-119.299856
79381,103027,"jerome1-5236","6-jerome","Tulare","CA","St. Louis","MO","1944-06-08 00:00:00",38.631501,-90.19231,36.133527,-119.299856
79383,103033,"jerome1-5242","6-jerome","Delano","CA","Detroit","MI","1943-06-07 00:00:00",42.347021,-83.060184,35.779507,-119.200825
79384,103034,"jerome1-5243","6-jerome","Delano","CA","Milwaukee","WI","1944-02-07 00:00:00",43.011264,-87.958409,35.779507,-119.200825
79385,103039,"jerome1-5248","6-jerome","Delano","CA","Chicago","IL","1943-08-09 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79386,103040,"jerome1-5249","6-jerome","Parlier","CA","Chicago","IL","1943-08-09 00:00:00",41.88531,-87.62213,36.61162,-119.52707
79387,103041,"jerome1-5250","6-jerome","Delano","CA","Little Rock","AR","1944-05-26 00:00:00",34.746905,-92.280049,35.779507,-119.200825
79388,103044,"jerome1-5253","6-jerome","Hanford","CA","Chicago","IL","1944-06-01 00:00:00",41.88531,-87.62213,36.220468,-119.71776
79390,103047,"jerome1-5256","6-jerome","Hanford","CA","Chicago","IL","1943-04-01 00:00:00",41.88531,-87.62213,36.220468,-119.71776
79391,103056,"jerome1-5265","6-jerome","Madera","CA","Chillicothe","MO","1944-03-14 00:00:00",39.795225,-93.588876,36.928286,-120.182423
79392,103067,"jerome1-5276","6-jerome","Delano","CA","Chicago","IL","1943-05-12 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79393,103070,"jerome1-5279","6-jerome","Delano","CA","Evanston","IL","1943-03-22 00:00:00",42.049148,-87.702155,35.779507,-119.200825
79394,103072,"jerome1-5281","6-jerome","Delano","CA","Chicago","IL","1943-07-19 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79398,103098,"jerome1-5307","6-jerome","Broderick","CA","Longmont","CO","1944-03-07 00:00:00",40.164837,-105.103179,37.155177,-119.543418
79399,103101,"jerome1-5310","6-jerome","Selma","CA","Liberty","MO","1943-11-16 00:00:00",39.298945,-94.436314,36.57078,-119.61208
79400,103102,"jerome1-5311","6-jerome","Selma","CA","Des Moines","IA","1944-04-06 00:00:00",41.672687,-93.572173,36.57078,-119.61208
79401,103112,"jerome1-5321","6-jerome","Bingen","WA","Little Rock","AR","1944-05-17 00:00:00",34.746905,-92.280049,45.71484,-121.46452
79402,103113,"jerome1-5322","6-jerome","Bingen","WA","Little Rock","AR","1944-05-17 00:00:00",34.746905,-92.280049,45.71484,-121.46452
79403,103118,"jerome1-5327","6-jerome","Artesia","CA","Brighton","CO","1943-05-07 00:00:00",39.942984,-104.786597,33.865395,-118.073148
79404,103136,"jerome1-5345","6-jerome","Fresno","CA","Cozad","NE","1943-03-19 00:00:00",40.895003,-99.967448,36.8411,-119.801015
79405,103137,"jerome1-5346","6-jerome","Fresno","CA","Chicago","IL","1944-03-28 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79406,103139,"jerome1-5348","6-jerome","Fresno","CA","Washington","DC","1943-08-27 00:00:00",38.911936,-77.016719,36.8411,-119.801015
79407,103141,"jerome1-5350","6-jerome","Gilroy","CA","Bloomfield","MI","1943-11-09 00:00:00",42.544534,-83.279231,37.023347,-121.493849
79408,103142,"jerome1-5351","6-jerome","Gilroy","CA","Bloomfield","MI","1943-11-09 00:00:00",42.544534,-83.279231,37.023347,-121.493849
79409,103146,"jerome1-5355","6-jerome","San Pedro","CA","Chicago","IL","1943-06-01 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79410,103147,"jerome1-5356","6-jerome","San Pedro","CA","Hattiesburg","MS","1944-05-13 00:00:00",31.245138,-89.28071,33.753088,-118.253053
79413,103200,"jerome1-5409","6-jerome","Fresno","CA","Ann Arbor","MI","1943-03-29 00:00:00",42.266638,-83.849042,36.8411,-119.801015
79414,103205,"jerome1-5414","6-jerome","San Diego","CA","Honolulu","HI","1944-03-04 00:00:00",24.859832,-168.021815,32.724103,-117.170912
79415,103210,"jerome1-5419","6-jerome","Delano","CA","Grantsville","UT","1943-12-15 00:00:00",40.59994,-112.4644,35.779507,-119.200825
79416,103230,"jerome1-5439","6-jerome","Sacramento","CA","Cleveland","OH","1943-10-21 00:00:00",41.489381,-81.667486,38.380456,-121.555406
79417,103237,"jerome1-5446","6-jerome","Fresno","CA","Chicago","IL","1944-01-13 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79418,103243,"jerome1-5452","6-jerome","Fowler","CA","Detroit","MI","1943-12-03 00:00:00",42.347021,-83.060184,36.623402,-119.691869
79419,103258,"jerome1-5467","6-jerome","San Pedro","CA","Chicago","IL","1944-01-10 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79420,103259,"jerome1-5468","6-jerome","San Pedro","CA","Chicago","IL","1943-07-27 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79421,103260,"jerome1-5469","6-jerome","San Pedro","CA","Chicago","IL","1944-06-04 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79422,103267,"jerome1-5476","6-jerome","Fowler","CA","Elk Horn","NE","1944-04-12 00:00:00",41.288631,-96.238818,36.623402,-119.691869
79425,103307,"jerome1-5516","6-jerome","Walnut Grove","CA","Milwaukee","WI","1943-10-04 00:00:00",43.011264,-87.958409,38.2559,-121.50835
79426,103308,"jerome1-5517","6-jerome","Walnut Grove","CA","South Bend","IN","1943-11-05 00:00:00",41.673383,-86.251654,38.2559,-121.50835
79427,103316,"jerome1-5525","6-jerome","Fresno","CA","Rossford","OH","1943-06-23 00:00:00",41.60977,-83.56438,36.8411,-119.801015
79428,103319,"jerome1-5528","6-jerome","Fresno","CA","Toledo","OH","1943-07-28 00:00:00",41.720684,-83.569359,36.8411,-119.801015
79429,103320,"jerome1-5529","6-jerome","Fresno","CA","Ann Arbor","MI","1943-09-08 00:00:00",42.266638,-83.849042,36.8411,-119.801015
79431,103325,"jerome1-5534","6-jerome","Fresno","CA","Clayton","MO","1943-08-05 00:00:00",39.897521,-93.934987,36.8411,-119.801015
79432,103345,"jerome1-5554","6-jerome","Kauai","HI","Chicago","IL","1943-09-16 00:00:00",41.88531,-87.62213,20.929444,-156.371111
79435,103360,"jerome1-5569","6-jerome","Fresno","CA","Chicago","IL","1944-03-16 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79436,103361,"jerome1-5570","6-jerome","Lomita","CA","New York","NY","1944-04-04 00:00:00",40.750422,-73.996328,33.79224,-118.31507
79437,103365,"jerome1-5574","6-jerome","Lomita","CA","Chicago","IL","1943-08-11 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79438,103372,"jerome1-5581","6-jerome","Sacramento","CA","Boulder","CO","1943-12-07 00:00:00",40.049468,-105.201421,38.380456,-121.555406
79439,103381,"jerome1-5590","6-jerome","Long Beach","CA","Salt Lake City","UT","1943-04-14 00:00:00",40.756095,-111.900719,33.804309,-118.200957
79440,103384,"jerome1-5593","6-jerome","Florin","CA","Omaha","NE","1943-08-02 00:00:00",41.291736,-96.171104,39.902424,-122.491767
79441,103387,"jerome1-5596","6-jerome","Florin","CA","Kansas City","MO","1943-10-06 00:00:00",39.102404,-94.598583,39.902424,-122.491767
79442,103397,"jerome1-5606","6-jerome","Caruthers","CA","Cleveland","OH","1943-12-13 00:00:00",41.489381,-81.667486,36.53993,-119.8449
79443,103418,"jerome1-5627","6-jerome","Long Beach","CA","Little Rock","AR","1943-07-20 00:00:00",34.746905,-92.280049,33.804309,-118.200957
79444,103419,"jerome1-5628","6-jerome","Long Beach","CA","Chicago","IL","1943-06-09 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79445,103420,"jerome1-5629","6-jerome","Long Beach","CA","Chicago","IL","1943-06-09 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79446,103422,"jerome1-5631","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-09-09 00:00:00",42.266638,-83.849042,33.804309,-118.200957
79453,103434,"jerome1-5643","6-jerome","Sacramento","CA","Boise","ID","1944-01-26 00:00:00",43.603768,-116.272921,38.380456,-121.555406
79454,103441,"jerome1-5650","6-jerome","Delano","CA","Knox","IN","1943-06-07 00:00:00",41.280907,-86.608249,35.779507,-119.200825
79455,103443,"jerome1-5652","6-jerome","Delano","CA","Chicago","IL","1944-05-03 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79456,103445,"jerome1-5654","6-jerome","Delano","CA","Chicago","IL","1944-05-03 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79457,103463,"jerome1-5672","6-jerome","Penryn","CA","Omaha","NE","1943-10-13 00:00:00",41.291736,-96.171104,38.852288,-121.180531
79458,103465,"jerome1-5674","6-jerome","Fresno","CA","Rocky Ford","CO","1944-03-03 00:00:00",37.995867,-103.708332,36.8411,-119.801015
79459,103490,"jerome1-5699","6-jerome","Fresno","CA","Winnetka","IL","1943-05-19 00:00:00",42.10808,-87.7359,36.8411,-119.801015
79460,103492,"jerome1-5701","6-jerome","Hanford","CA","St. Louis","MO","1943-04-12 00:00:00",38.631501,-90.19231,36.220468,-119.71776
79461,103504,"jerome1-5713","6-jerome","Fresno","CA","Monroe","MI","1943-04-17 00:00:00",41.907196,-83.472457,36.8411,-119.801015
79462,103514,"jerome1-5723","6-jerome","Earlimart","CA","Monroe","MI","1943-04-01 00:00:00",41.907196,-83.472457,35.875918,-119.262323
79463,103528,"jerome1-5737","6-jerome","Sacramento","CA","Chicago","IL","1944-02-25 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79464,103529,"jerome1-5738","6-jerome","Sacramento","CA","Chicago","IL","1944-02-25 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79465,103542,"jerome1-5751","6-jerome","Long Beach","CA","Chicago","IL","1944-03-16 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79466,103543,"jerome1-5752","6-jerome","Long Beach","CA","Lincoln","NE","1944-06-22 00:00:00",40.865142,-96.823133,33.804309,-118.200957
79467,103547,"jerome1-5756","6-jerome","Sacramento","CA","Evanston","IL","1944-01-29 00:00:00",42.049148,-87.702155,38.380456,-121.555406
79468,103582,"jerome1-5791","6-jerome","Fresno","CA","Columbus","OH","1943-12-13 00:00:00",40.100924,-83.013402,36.8411,-119.801015
79469,103589,"jerome1-5798","6-jerome","Fresno","CA","Chicago","IL","1943-05-26 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79470,103592,"jerome1-5801","6-jerome","Fresno","CA","Oak Park","IL","1943-11-24 00:00:00",41.888545,-87.798933,36.8411,-119.801015
79471,103593,"jerome1-5802","6-jerome","Fresno","CA","Peoria","IL","1943-09-01 00:00:00",40.693137,-89.589847,36.8411,-119.801015
79473,103601,"jerome1-5810","6-jerome","Lomita","CA","Chicago","IL","1943-10-30 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79474,103605,"jerome1-5814","6-jerome","Fresno","CA","Columbus","OH","1944-06-17 00:00:00",40.100924,-83.013402,36.8411,-119.801015
79475,103610,"jerome1-5819","6-jerome","Lemoore","CA","Cincinnati","OH","1943-05-24 00:00:00",39.166759,-84.53822,36.268194,-119.817274
79476,103611,"jerome1-5820","6-jerome","Lemoore","CA","Cincinnati","OH","1943-05-24 00:00:00",39.166759,-84.53822,36.268194,-119.817274
79477,103623,"jerome1-5832","6-jerome","Madera","CA","Minneapolis","MN","1943-11-02 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79480,103650,"jerome1-5859","6-jerome","Fresno","CA","Chicago","IL","1943-12-07 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79481,103651,"jerome1-5860","6-jerome","Fresno","CA","Chicago","IL","1943-12-07 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79482,103654,"jerome1-5863","6-jerome","Fowler","CA","Ann Arbor","MI","1943-09-01 00:00:00",42.266638,-83.849042,36.623402,-119.691869
79483,103678,"jerome1-5887","6-jerome","Hanford","CA","Chicago","IL","1943-11-26 00:00:00",41.88531,-87.62213,36.220468,-119.71776
79484,103685,"jerome1-5894","6-jerome","Los Angeles","CA","South Bend","IN","1943-06-01 00:00:00",41.673383,-86.251654,33.973951,-118.248405
79485,103686,"jerome1-5895","6-jerome","Los Angeles","CA","South Bend","IN","1943-06-01 00:00:00",41.673383,-86.251654,33.973951,-118.248405
79486,103687,"jerome1-5896","6-jerome","Los Angeles","CA","Cincinnati","OH","1943-05-12 00:00:00",39.166759,-84.53822,33.973951,-118.248405
79487,103688,"jerome1-5897","6-jerome","Los Angeles","CA","Salt Lake City","UT","1943-02-06 00:00:00",40.756095,-111.900719,33.973951,-118.248405
79488,103689,"jerome1-5898","6-jerome","Sacramento","CA","Chicago","IL","1944-01-06 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79489,103708,"jerome1-5917","6-jerome","Artesia","CA","Ft. Sheridan","IL","1943-03-24 00:00:00",42.255073,-87.818268,33.865395,-118.073148
79491,103722,"jerome1-5931","6-jerome","Long Beach","CA","Henderson","CO","1943-12-21 00:00:00",39.879235,-104.883581,33.804309,-118.200957
79492,103724,"jerome1-5933","6-jerome","Los Angeles","CA","Des Moines","IA","1943-08-03 00:00:00",41.672687,-93.572173,33.973951,-118.248405
79493,103728,"jerome1-5937","6-jerome","Fresno","CA","Marion","OH","1943-01-12 00:00:00",40.616604,-83.069296,36.8411,-119.801015
79495,103747,"jerome1-5956","6-jerome","Madera","CA","Minneapolis","MN","1943-04-12 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79496,103748,"jerome1-5957","6-jerome","Madera","CA","Minneapolis","MN","1943-05-06 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79497,103749,"jerome1-5958","6-jerome","Madera","CA","Minneapolis","MN","1943-05-06 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79498,103750,"jerome1-5959","6-jerome","Madera","CA","Minneapolis","MN","1943-04-26 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79499,103751,"jerome1-5960","6-jerome","Madera","CA","Minneapolis","MN","1943-04-26 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79500,103752,"jerome1-5961","6-jerome","Madera","CA","Minneapolis","MN","1943-04-12 00:00:00",44.984577,-93.269097,36.928286,-120.182423
79501,103773,"jerome1-5982","6-jerome","Los Angeles","CA","Cleveland","OH","1943-06-14 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79503,103793,"jerome1-6002","6-jerome","Fresno","CA","Detroit","MI","1943-09-08 00:00:00",42.347021,-83.060184,36.8411,-119.801015
79504,103794,"jerome1-6003","6-jerome","Fresno","CA","Ann Arbor","MI","1943-05-05 00:00:00",42.266638,-83.849042,36.8411,-119.801015
79505,103801,"jerome1-6010","6-jerome","Compton","CA","Cincinnati","OH","1943-06-15 00:00:00",39.166759,-84.53822,33.874815,-118.240208
79506,103803,"jerome1-6012","6-jerome","Compton","CA","Chicago","IL","1943-03-24 00:00:00",41.88531,-87.62213,33.874815,-118.240208
79508,103830,"jerome1-6039","6-jerome","Broderick","CA","Longmont","CO","1944-04-20 00:00:00",40.164837,-105.103179,37.155177,-119.543418
79509,103833,"jerome1-6042","6-jerome","Fowler","CA","Chicago","IL","1943-07-20 00:00:00",41.88531,-87.62213,36.623402,-119.691869
79510,103838,"jerome1-6047","6-jerome","Fowler","CA","Hammond","IN","1943-05-15 00:00:00",41.691701,-87.510921,36.623402,-119.691869
79511,103841,"jerome1-6050","6-jerome","Broderick","CA","Grand Island","NE","1944-02-03 00:00:00",40.87227,-98.368698,37.155177,-119.543418
79512,103850,"jerome1-6059","6-jerome","Fowler","CA","Chicago","IL","1944-03-03 00:00:00",41.88531,-87.62213,36.623402,-119.691869
79513,103854,"jerome1-6063","6-jerome","Broderick","CA","Longmont","CO","1944-04-20 00:00:00",40.164837,-105.103179,37.155177,-119.543418
79514,103855,"jerome1-6064","6-jerome","Fowler","CA","Hudson","WI","1943-03-21 00:00:00",44.97469,-92.75687,36.623402,-119.691869
79515,103856,"jerome1-6065","6-jerome","Fowler","CA","Hudson","WI","1943-03-21 00:00:00",44.97469,-92.75687,36.623402,-119.691869
79516,103857,"jerome1-6066","6-jerome","Fowler","CA","Chicago","IL","1943-11-26 00:00:00",41.88531,-87.62213,36.623402,-119.691869
79517,103862,"jerome1-6071","6-jerome","Fowler","CA","St. Paul","MN","1943-04-13 00:00:00",44.951483,-93.090649,36.623402,-119.691869
79518,103863,"jerome1-6072","6-jerome","Artesia","CA","Tulsa","OK","1943-06-03 00:00:00",36.039147,-95.868667,33.865395,-118.073148
79519,103864,"jerome1-6073","6-jerome","Sacramento","CA","Cleveland","OH","1943-04-08 00:00:00",41.489381,-81.667486,38.380456,-121.555406
79520,103880,"jerome1-6089","6-jerome","Hanford","CA","Kansas City","MO","1943-07-26 00:00:00",39.102404,-94.598583,36.220468,-119.71776
79521,103881,"jerome1-6090","6-jerome","Hanford","CA","Kansas City","MO","1943-07-26 00:00:00",39.102404,-94.598583,36.220468,-119.71776
79522,103882,"jerome1-6091","6-jerome","Hanford","CA","Kansas City","MO","1943-07-26 00:00:00",39.102404,-94.598583,36.220468,-119.71776
79524,103892,"jerome1-6101","6-jerome","Long Beach","CA","Philadelphia","PA","1944-02-29 00:00:00",40.001811,-75.11787,33.804309,-118.200957
79526,103909,"jerome1-6118","6-jerome","Fresno","CA","Belle Fourche","SD","1943-04-29 00:00:00",44.93037,-103.87313,36.8411,-119.801015
79527,103910,"jerome1-6119","6-jerome","Fresno","CA","Minneapolis","MN","1944-03-09 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79530,103917,"jerome1-6126","6-jerome","Fresno","CA","Madison","WI","1943-05-05 00:00:00",43.06956,-89.423861,36.8411,-119.801015
79532,103950,"jerome1-6159","6-jerome","Earlimart","CA","St. Paul","MN","1943-07-21 00:00:00",44.951483,-93.090649,35.875918,-119.262323
79533,103951,"jerome1-6160","6-jerome","Earlimart","CA","Chicago","IL","1944-01-26 00:00:00",41.88531,-87.62213,35.875918,-119.262323
79535,103969,"jerome1-6178","6-jerome","Earlimart","CA","Mitchell","NE","1944-04-20 00:00:00",41.874333,-103.803504,35.875918,-119.262323
79537,104024,"jerome1-6233","6-jerome","San Pedro","CA","Chicago","IL","1943-12-07 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79538,104025,"jerome1-6234","6-jerome","San Pedro","CA","Chicago","IL","1944-04-11 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79539,104029,"jerome1-6238","6-jerome","Fresno","CA","Cleveland","OH","1943-10-18 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79540,104051,"jerome1-6260","6-jerome","Los Angeles","CA","Chicago","IL","1943-06-02 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79541,104060,"jerome1-6269","6-jerome","Florin","CA","Kalamazoo","MI","1944-02-25 00:00:00",42.264543,-85.561545,39.902424,-122.491767
79542,104069,"jerome1-6278","6-jerome","Los Angeles","CA","Detroit","MI","1943-10-20 00:00:00",42.347021,-83.060184,33.973951,-118.248405
79543,104073,"jerome1-6282","6-jerome","Kerman","CA","Cleveland","OH","1944-01-18 00:00:00",41.489381,-81.667486,36.72356,-120.05988
79546,104098,"jerome1-6307","6-jerome","Los Angeles","CA","Chicago","IL","1943-08-20 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79547,104099,"jerome1-6308","6-jerome","Huntington","CA","Gunnison","UT","1943-12-23 00:00:00",39.136318,-111.845821,33.640302,-117.769442
79548,104103,"jerome1-6312","6-jerome","San Pedro","CA","Chicago","IL","1943-07-27 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79550,104108,"jerome1-6317","6-jerome","Lomita","CA","St. Louis","MO","1943-10-18 00:00:00",38.631501,-90.19231,33.79224,-118.31507
79551,104112,"jerome1-6321","6-jerome","Auburn","WA","Chicago","IL","1944-04-03 00:00:00",41.88531,-87.62213,47.309496,-122.264469
79552,104117,"jerome1-6326","6-jerome","Auburn","WA","Chicago","IL","1944-04-03 00:00:00",41.88531,-87.62213,47.309496,-122.264469
79554,104133,"jerome1-6342","6-jerome","Fresno","CA","Cleveland","OH","1943-05-06 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79556,104147,"jerome1-6356","6-jerome","Redondo Beach","CA","Chicago","IL","1943-04-09 00:00:00",41.88531,-87.62213,33.830006,-118.387124
79557,104149,"jerome1-6358","6-jerome","Redondo Beach","CA","Winnetka","IL","1943-05-10 00:00:00",42.10808,-87.7359,33.830006,-118.387124
79558,104193,"jerome1-6402","6-jerome","Fresno","CA","Cleveland","OH","1943-11-07 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79559,104214,"jerome1-6423","6-jerome","Fresno","CA","Ordway","CO","1944-06-05 00:00:00",38.317486,-103.780036,36.8411,-119.801015
79560,104221,"jerome1-6430","6-jerome","Redondo Beach","CA","Blissfield","MI","1943-07-08 00:00:00",41.852645,-83.873899,33.830006,-118.387124
79561,104228,"jerome1-6437","6-jerome","Fresno","CA","Chicago","IL","1944-04-26 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79562,104248,"jerome1-6457","6-jerome","Fresno","CA","Rossford","OH","1944-06-23 00:00:00",41.60977,-83.56438,36.8411,-119.801015
79563,104259,"jerome1-6468","6-jerome","Walnut Grove","CA","Fort Hall","ID","1944-02-28 00:00:00",43.033131,-112.428535,38.2559,-121.50835
79564,104268,"jerome1-6477","6-jerome","Florin","CA","Chicago","IL","1943-04-19 00:00:00",41.88531,-87.62213,39.902424,-122.491767
79565,104271,"jerome1-6480","6-jerome","Florin","CA","Chicago","IL","1944-01-03 00:00:00",41.88531,-87.62213,39.902424,-122.491767
79568,104291,"jerome1-6500","6-jerome","Fresno","CA","Cleveland","OH","1943-11-07 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79569,104302,"jerome1-6511","6-jerome","Mills","CA","Omaha","NE","1943-10-13 00:00:00",41.291736,-96.171104,0,0
79570,104310,"jerome1-6519","6-jerome","Long Beach","CA","Chicago","IL","1943-08-02 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79571,104316,"jerome1-6525","6-jerome","Fresno","CA","Chicago","IL","1943-10-15 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79572,104319,"jerome1-6528","6-jerome","Los Angeles","CA","New York","NY","1944-06-06 00:00:00",40.750422,-73.996328,33.973951,-118.248405
79573,104330,"jerome1-6539","6-jerome","Fresno","CA","Minneapolis","MN","1943-04-26 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79575,104352,"jerome1-6561","6-jerome","Sacramento","CA","Ann Arbor","MI","1943-08-30 00:00:00",42.266638,-83.849042,38.380456,-121.555406
79576,104360,"jerome1-6569","6-jerome","Long Beach","CA","St. Louis","MO","1943-01-23 00:00:00",38.631501,-90.19231,33.804309,-118.200957
79577,104374,"jerome1-6583","6-jerome","Kukuihaele","HI","Chicago","IL","1944-05-17 00:00:00",41.88531,-87.62213,20.121389,-155.570833
79578,104389,"jerome1-6598","6-jerome","Wilmington","CA","Cleveland","OH","1943-06-29 00:00:00",41.489381,-81.667486,33.779417,-118.253853
79579,104390,"jerome1-6599","6-jerome","Wilmington","CA","Chicago","IL","1943-06-10 00:00:00",41.88531,-87.62213,33.779417,-118.253853
79580,104393,"jerome1-6602","6-jerome","Wilmington","CA","Cleveland","OH","1943-04-15 00:00:00",41.489381,-81.667486,33.779417,-118.253853
79581,104397,"jerome1-6606","6-jerome","Kerman","CA","Chicago","IL","1943-12-17 00:00:00",41.88531,-87.62213,36.72356,-120.05988
79582,104400,"jerome1-6609","6-jerome","Hanford","CA","Minneapolis","MN","1943-07-16 00:00:00",44.984577,-93.269097,36.220468,-119.71776
79584,104406,"jerome1-6615","6-jerome","Sanger","CA","Minneapolis","MN","1943-07-16 00:00:00",44.984577,-93.269097,36.70801,-119.55597
79585,104410,"jerome1-6619","6-jerome","Los Angeles","CA","Chicago","IL","1943-04-27 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79586,104411,"jerome1-6620","6-jerome","Los Angeles","CA","Chicago","IL","1943-10-28 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79587,104433,"jerome1-6642","6-jerome","Wilmington","CA","Chicago","IL","1944-04-13 00:00:00",41.88531,-87.62213,33.779417,-118.253853
79588,104441,"jerome1-6650","6-jerome","Florin","CA","Chicago","IL","1943-05-24 00:00:00",41.88531,-87.62213,39.902424,-122.491767
