"rowid","a","far_id","camp","pre-evacuation_address","pre-evacuation_state","final_departure_destination","final_departure_state","date_of_final_departure","departure_latitude","departure_longitude","preevacuation_latitude","preevacuation_longitude"
78901,99733,"jerome1-1942","6-jerome","Sacramento","CA","Chicago","IL","1943-08-17 00:00:00",41.88531,-87.62213,38.380456,-121.555406
78902,99768,"jerome1-1977","6-jerome","Norwalk","CA","St. Paul","MN","1943-04-22 00:00:00",44.951483,-93.090649,33.906763,-118.076549
78903,99769,"jerome1-1978","6-jerome","Norwalk","CA","St. Paul","MN","1943-07-28 00:00:00",44.951483,-93.090649,33.906763,-118.076549
78905,99771,"jerome1-1980","6-jerome","Norwalk","CA","Oberlin","OH","1943-08-31 00:00:00",41.294649,-82.227628,33.906763,-118.076549
78906,99775,"jerome1-1984","6-jerome","Delano","CA","Chicago","IL","1943-07-13 00:00:00",41.88531,-87.62213,35.779507,-119.200825
78907,99776,"jerome1-1985","6-jerome","Los Angeles","CA","Grand Island","NE","1943-04-08 00:00:00",40.87227,-98.368698,33.973951,-118.248405
78908,99799,"jerome1-2008","6-jerome","Fresno","CA","Ann Arbor","MI","1943-07-20 00:00:00",42.266638,-83.849042,36.8411,-119.801015
78909,99804,"jerome1-2013","6-jerome","Hood River","OR","Great Falls","MT","1944-03-04 00:00:00",47.511219,-111.2755,45.7054,-121.52146
78910,99805,"jerome1-2014","6-jerome","Hood River","OR","Great Falls","MT","1945-01-01 00:00:00",47.511219,-111.2755,45.7054,-121.52146
78911,99812,"jerome1-2021","6-jerome","Fresno","CA","Chicago","IL","1943-06-16 00:00:00",41.88531,-87.62213,36.8411,-119.801015
78913,99845,"jerome1-2054","6-jerome","San Pedro","CA","Ann Arbor","MI","1943-05-05 00:00:00",42.266638,-83.849042,33.753088,-118.253053
78914,99846,"jerome1-2055","6-jerome","San Pedro","CA","Chicago","IL","1943-07-22 00:00:00",41.88531,-87.62213,33.753088,-118.253053
78915,99887,"jerome1-2096","6-jerome","Long Beach","CA","Chicago","IL","1943-04-12 00:00:00",41.88531,-87.62213,33.804309,-118.200957
78916,99889,"jerome1-2098","6-jerome","Sacramento","CA","Philadelphia","PA","1944-02-29 00:00:00",40.001811,-75.11787,38.380456,-121.555406
78917,99890,"jerome1-2099","6-jerome","Sacramento","CA","Philadelphia","PA","1944-02-29 00:00:00",40.001811,-75.11787,38.380456,-121.555406
78918,99891,"jerome1-2100","6-jerome","Sacramento","CA","Philadelphia","PA","1943-10-08 00:00:00",40.001811,-75.11787,38.380456,-121.555406
78919,99899,"jerome1-2108","6-jerome","Kingsburg","CA","Bridgeport","CT","1943-08-31 00:00:00",41.308873,-73.363661,36.51384,-119.55402
78920,99902,"jerome1-2111","6-jerome","Kingsburg","CA","Clayton","MO","1944-05-29 00:00:00",39.897521,-93.934987,36.51384,-119.55402
78921,99912,"jerome1-2121","6-jerome","Fresno","CA","Burlington","WI","1943-08-11 00:00:00",42.692103,-88.228793,36.8411,-119.801015
78922,99920,"jerome1-2129","6-jerome","Sacramento","CA","Chicago","IL","1944-06-12 00:00:00",41.88531,-87.62213,38.380456,-121.555406
78923,99922,"jerome1-2131","6-jerome","Florin","CA","Littleton","CO","1943-07-01 00:00:00",39.597937,-105.010182,39.902424,-122.491767
78924,99925,"jerome1-2134","6-jerome","Florin","CA","Littleton","CO","1943-07-01 00:00:00",39.597937,-105.010182,39.902424,-122.491767
78925,99926,"jerome1-2135","6-jerome","Florin","CA","Cleveland","OH","1943-06-14 00:00:00",41.489381,-81.667486,39.902424,-122.491767
78926,99929,"jerome1-2138","6-jerome","Los Angeles","CA","Detroit","MI","1943-07-07 00:00:00",42.347021,-83.060184,33.973951,-118.248405
78928,99945,"jerome1-2154","6-jerome","Fresno","CA","Marion","OH","1943-04-06 00:00:00",40.616604,-83.069296,36.8411,-119.801015
78929,99948,"jerome1-2157","6-jerome","Los Angeles","CA","Chicago","IL","1943-05-05 00:00:00",41.88531,-87.62213,33.973951,-118.248405
78931,99975,"jerome1-2184","6-jerome","Honolulu","HI","Chicago","IL","1943-05-13 00:00:00",41.88531,-87.62213,24.859832,-168.021815
78932,99982,"jerome1-2191","6-jerome","Long Beach","CA","Little Rock","AR","1943-07-20 00:00:00",34.746905,-92.280049,33.804309,-118.200957
78933,99992,"jerome1-2201","6-jerome","Fresno","CA","Camp Savage","MN","1943-08-30 00:00:00",44.751113,-93.367975,36.8411,-119.801015
78935,99997,"jerome1-2206","6-jerome","Torrance","CA","Blissfield","MI","1943-07-30 00:00:00",41.852645,-83.873899,33.835665,-118.303805
78936,100005,"jerome1-2214","6-jerome","Long Beach","CA","Chicago","IL","1943-05-10 00:00:00",41.88531,-87.62213,33.804309,-118.200957
78937,100030,"jerome1-2239","6-jerome","Sacramento","CA","Columbus","OH","1943-07-13 00:00:00",40.100924,-83.013402,38.380456,-121.555406
78938,100031,"jerome1-2240","6-jerome","Long Beach","CA","Denver","CO","1944-02-01 00:00:00",39.760189,-104.996553,33.804309,-118.200957
78939,100032,"jerome1-2241","6-jerome","Long Beach","CA","Denver","CO","1944-02-01 00:00:00",39.760189,-104.996553,33.804309,-118.200957
78941,100046,"jerome1-2255","6-jerome","Clarksburg","CA","Little Rock","AR","1944-05-17 00:00:00",34.746905,-92.280049,38.43141,-121.594875
78942,100075,"jerome1-2284","6-jerome","Fresno","CA","Chicago","IL","1943-09-23 00:00:00",41.88531,-87.62213,36.8411,-119.801015
78943,100080,"jerome1-2289","6-jerome","Fresno","CA","Ann Arbor","MI","1944-04-22 00:00:00",42.266638,-83.849042,36.8411,-119.801015
78944,100086,"jerome1-2295","6-jerome","Fresno","CA","Cleveland","OH","1943-04-16 00:00:00",41.489381,-81.667486,36.8411,-119.801015
78945,100089,"jerome1-2298","6-jerome","Fresno","CA","St. Louis","MO","1943-02-23 00:00:00",38.631501,-90.19231,36.8411,-119.801015
78946,100090,"jerome1-2299","6-jerome","Fresno","CA","St. Louis","MO","1943-02-23 00:00:00",38.631501,-90.19231,36.8411,-119.801015
78947,100091,"jerome1-2300","6-jerome","Fresno","CA","Little Rock","AR","1943-07-01 00:00:00",34.746905,-92.280049,36.8411,-119.801015
78948,100118,"jerome1-2327","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-07-05 00:00:00",42.266638,-83.849042,33.804309,-118.200957
78949,100119,"jerome1-2328","6-jerome","Long Beach","CA","Des Plaines","IL","1943-04-02 00:00:00",42.048278,-87.890466,33.804309,-118.200957
78950,100120,"jerome1-2329","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-07-05 00:00:00",42.266638,-83.849042,33.804309,-118.200957
78952,100141,"jerome1-2350","6-jerome","Sacramento","CA","Salt Lake City","UT","1943-04-13 00:00:00",40.756095,-111.900719,38.380456,-121.555406
78953,100157,"jerome1-2366","6-jerome","Long Beach","CA","Cincinnati","OH","1944-03-06 00:00:00",39.166759,-84.53822,33.804309,-118.200957
78954,100158,"jerome1-2367","6-jerome","Long Beach","CA","Cincinnati","OH","1943-05-17 00:00:00",39.166759,-84.53822,33.804309,-118.200957
78955,100161,"jerome1-2370","6-jerome","Sacramento","CA","Little Rock","AR","1944-06-12 00:00:00",34.746905,-92.280049,38.380456,-121.555406
78956,100162,"jerome1-2371","6-jerome","Selma","CA","Chicago","IL","1943-11-16 00:00:00",41.88531,-87.62213,36.57078,-119.61208
78957,100166,"jerome1-2375","6-jerome","Selma","CA","Excelsior Springs","MO","1943-11-05 00:00:00",39.332601,-94.274632,36.57078,-119.61208
78958,100175,"jerome1-2384","6-jerome","Fowler","CA","Madison","WI","1943-05-05 00:00:00",43.06956,-89.423861,36.623402,-119.691869
78959,100181,"jerome1-2390","6-jerome","Los Angeles","CA","Cleveland","OH","1943-10-04 00:00:00",41.489381,-81.667486,33.973951,-118.248405
78960,100182,"jerome1-2391","6-jerome","Los Angeles","CA","Chicago","IL","1943-11-09 00:00:00",41.88531,-87.62213,33.973951,-118.248405
78961,100183,"jerome1-2392","6-jerome","Walteria","CA","Boise","ID","1944-02-08 00:00:00",43.603768,-116.272921,33.840399,-118.353714
78963,100187,"jerome1-2396","6-jerome","Florin","CA","Clayton","MO","1943-08-12 00:00:00",39.897521,-93.934987,39.902424,-122.491767
78964,100189,"jerome1-2398","6-jerome","Honolulu","HI","Evanston","IL","1943-06-17 00:00:00",42.049148,-87.702155,24.859832,-168.021815
78965,100219,"jerome1-2428","6-jerome","Kingsburg","CA","Cleveland","OH","1943-07-19 00:00:00",41.489381,-81.667486,36.51384,-119.55402
78966,100222,"jerome1-2431","6-jerome","Kingsburg","CA","Highland Park","IL","1944-02-16 00:00:00",42.187424,-87.811865,36.51384,-119.55402
78967,100223,"jerome1-2432","6-jerome","Los Angeles","CA","Cleveland","OH","1943-09-14 00:00:00",41.489381,-81.667486,33.973951,-118.248405
78968,100224,"jerome1-2433","6-jerome","Los Angeles","CA","Cleveland","OH","1943-09-14 00:00:00",41.489381,-81.667486,33.973951,-118.248405
78969,100225,"jerome1-2434","6-jerome","Los Angeles","CA","Cambridge","MA","1943-08-20 00:00:00",42.380442,-71.132947,33.973951,-118.248405
78970,100226,"jerome1-2435","6-jerome","Los Angeles","CA","Chicago","IL","1943-04-02 00:00:00",41.88531,-87.62213,33.973951,-118.248405
78971,100227,"jerome1-2436","6-jerome","Los Angeles","CA","Washington","DC","1943-05-25 00:00:00",38.911936,-77.016719,33.973951,-118.248405
78972,100235,"jerome1-2444","6-jerome","Elk Grove","CA","Little Rock","AR","1943-07-01 00:00:00",34.746905,-92.280049,38.44148,-121.307142
78974,100257,"jerome1-2466","6-jerome","Tulare","CA","Washington","DC","1944-05-11 00:00:00",38.911936,-77.016719,36.133527,-119.299856
78975,100258,"jerome1-2467","6-jerome","Tulare","CA","Washington","DC","1944-05-11 00:00:00",38.911936,-77.016719,36.133527,-119.299856
78976,100271,"jerome1-2480","6-jerome","Fresno","CA","New York","NY","1943-05-19 00:00:00",40.750422,-73.996328,36.8411,-119.801015
78977,100277,"jerome1-2486","6-jerome","Fresno","CA","Columbus","OH","1944-01-26 00:00:00",40.100924,-83.013402,36.8411,-119.801015
78978,100279,"jerome1-2488","6-jerome","Fresno","CA","Lancaster","WI","1943-06-28 00:00:00",42.864155,-90.684965,36.8411,-119.801015
78979,100289,"jerome1-2498","6-jerome","Florin","CA","Chicago","IL","1943-09-03 00:00:00",41.88531,-87.62213,39.902424,-122.491767
78980,100302,"jerome1-2511","6-jerome","Florin","CA","St. Louis","MO","1943-12-17 00:00:00",38.631501,-90.19231,39.902424,-122.491767
78981,100303,"jerome1-2512","6-jerome","Florin","CA","Independence","MO","1944-01-15 00:00:00",39.107798,-94.409828,39.902424,-122.491767
78982,100304,"jerome1-2513","6-jerome","Florin","CA","Cleveland","OH","1943-05-06 00:00:00",41.489381,-81.667486,39.902424,-122.491767
78983,100309,"jerome1-2518","6-jerome","Sacramento","CA","Kansas City","MO","1943-05-21 00:00:00",39.102404,-94.598583,38.380456,-121.555406
78984,100310,"jerome1-2519","6-jerome","Sacramento","CA","Kansas City","MO","1943-05-21 00:00:00",39.102404,-94.598583,38.380456,-121.555406
78985,100325,"jerome1-2534","6-jerome","Honolulu","HI","Des Moines","IA","1943-11-23 00:00:00",41.672687,-93.572173,24.859832,-168.021815
78986,100360,"jerome1-2569","6-jerome","Fresno","CA","Omaha","NE","1944-03-01 00:00:00",41.291736,-96.171104,36.8411,-119.801015
78987,100384,"jerome1-2593","6-jerome","Fresno","CA","Columbus","OH","1943-06-29 00:00:00",40.100924,-83.013402,36.8411,-119.801015
78988,100385,"jerome1-2594","6-jerome","Fresno","CA","Columbus","OH","1943-06-29 00:00:00",40.100924,-83.013402,36.8411,-119.801015
78989,100387,"jerome1-2596","6-jerome","Lindsay","CA","Chicago","IL","1943-03-31 00:00:00",41.88531,-87.62213,36.20301,-119.08816
78990,100388,"jerome1-2597","6-jerome","Lindsay","CA","Monroe","MI","1943-04-08 00:00:00",41.907196,-83.472457,36.20301,-119.08816
78991,100389,"jerome1-2598","6-jerome","Lindsay","CA","Ann Arbor","MI","1943-09-01 00:00:00",42.266638,-83.849042,36.20301,-119.08816
78992,100391,"jerome1-2600","6-jerome","Lindsay","CA","Camp Savage","MN","1942-11-13 00:00:00",44.751113,-93.367975,36.20301,-119.08816
78993,100404,"jerome1-2613","6-jerome","Long Beach","CA","Chicago","IL","1944-06-07 00:00:00",41.88531,-87.62213,33.804309,-118.200957
78994,100412,"jerome1-2621","6-jerome","Florin","CA","St. Louis","MO","1943-11-03 00:00:00",38.631501,-90.19231,39.902424,-122.491767
78995,100413,"jerome1-2622","6-jerome","Hanford","CA","Little Rock","AR","1943-07-20 00:00:00",34.746905,-92.280049,36.220468,-119.71776
78997,100425,"jerome1-2634","6-jerome","Fresno","CA","Washington","DC","1943-03-18 00:00:00",38.911936,-77.016719,36.8411,-119.801015
78998,100426,"jerome1-2635","6-jerome","Fresno","CA","Shaker Heights","OH","1943-04-01 00:00:00",41.473947,-81.579956,36.8411,-119.801015
78999,100429,"jerome1-2638","6-jerome","Fresno","CA","Camp Savage","MN","1942-11-13 00:00:00",44.751113,-93.367975,36.8411,-119.801015
79000,100452,"jerome1-2661","6-jerome","Los Angeles","CA","Cleveland","OH","1943-07-29 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79002,100473,"jerome1-2682","6-jerome","Elk Grove","CA","Chicago","IL","1943-07-27 00:00:00",41.88531,-87.62213,38.44148,-121.307142
79003,100476,"jerome1-2685","6-jerome","Elk Grove","CA","St. Louis","MO","1943-12-08 00:00:00",38.631501,-90.19231,38.44148,-121.307142
79004,100479,"jerome1-2688","6-jerome","Newcastle","CA","Little Rock","AR","1944-05-17 00:00:00",34.746905,-92.280049,38.87407,-121.13328
79005,100486,"jerome1-2695","6-jerome","Los Angeles","CA","Omaha","NE","1944-02-15 00:00:00",41.291736,-96.171104,33.973951,-118.248405
79006,100487,"jerome1-2696","6-jerome","Los Angeles","CA","Omaha","NE","1944-02-15 00:00:00",41.291736,-96.171104,33.973951,-118.248405
79008,100549,"jerome1-2758","6-jerome","Selma","CA","Galveston","TX","1943-03-27 00:00:00",29.310535,-94.775768,36.57078,-119.61208
79009,100550,"jerome1-2759","6-jerome","Selma","CA","Chicago","IL","1943-11-13 00:00:00",41.88531,-87.62213,36.57078,-119.61208
79010,100567,"jerome1-2776","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-08-11 00:00:00",42.266638,-83.849042,33.804309,-118.200957
79011,100568,"jerome1-2777","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-08-11 00:00:00",42.266638,-83.849042,33.804309,-118.200957
79012,100569,"jerome1-2778","6-jerome","Long Beach","CA","Laramie","WY","1943-03-27 00:00:00",41.43902,-105.801022,33.804309,-118.200957
79013,100574,"jerome1-2783","6-jerome","Delano","CA","Irving","TX","1943-04-06 00:00:00",32.767268,-96.777626,35.779507,-119.200825
79014,100579,"jerome1-2788","6-jerome","Long Beach","CA","Cincinnati","OH","1943-06-02 00:00:00",39.166759,-84.53822,33.804309,-118.200957
79015,100581,"jerome1-2790","6-jerome","Long Beach","CA","Little Rock","AR","1944-05-17 00:00:00",34.746905,-92.280049,33.804309,-118.200957
79016,100583,"jerome1-2792","6-jerome","Alhambra","CA","Detroit","MI","1944-05-29 00:00:00",42.347021,-83.060184,34.090728,-118.127527
79017,100587,"jerome1-2796","6-jerome","Long Beach","CA","Chicago","IL","1943-04-16 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79018,100588,"jerome1-2797","6-jerome","Long Beach","CA","Chicago","IL","1943-04-16 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79019,100589,"jerome1-2798","6-jerome","Long Beach","CA","Chicago","IL","1943-06-02 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79020,100592,"jerome1-2801","6-jerome","San Pedro","CA","Chicago","IL","1944-05-26 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79022,100608,"jerome1-2817","6-jerome","Fresno","CA","Syracuse","NY","1944-06-14 00:00:00",43.02143,-76.197701,36.8411,-119.801015
79023,100610,"jerome1-2819","6-jerome","Fresno","CA","Minneapolis","MN","1943-10-18 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79024,100611,"jerome1-2820","6-jerome","Los Angeles","CA","Cleveland","OH","1943-07-29 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79025,100614,"jerome1-2823","6-jerome","Los Angeles","CA","Geneva","NY","1943-09-01 00:00:00",42.857414,-77.034883,33.973951,-118.248405
79027,100628,"jerome1-2837","6-jerome","Florin","CA","Chicago","IL","1943-04-26 00:00:00",41.88531,-87.62213,39.902424,-122.491767
79028,100637,"jerome1-2846","6-jerome","Fresno","CA","Peoria","IL","1943-06-14 00:00:00",40.693137,-89.589847,36.8411,-119.801015
79029,100647,"jerome1-2856","6-jerome","Compton","CA","Washington","DC","1944-05-29 00:00:00",38.911936,-77.016719,33.874815,-118.240208
79030,100648,"jerome1-2857","6-jerome","Kingsburg","CA","Ashtabula (Gila)","OH","1943-05-19 00:00:00",41.855941,-80.791866,36.51384,-119.55402
79031,100652,"jerome1-2861","6-jerome","Kingsburg","CA","Chicago","IL","1943-10-13 00:00:00",41.88531,-87.62213,36.51384,-119.55402
79032,100661,"jerome1-2870","6-jerome","Los Angeles","CA","Cleveland","OH","1943-07-28 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79033,100662,"jerome1-2871","6-jerome","Los Angeles","CA","Cleveland","OH","1943-07-28 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79034,100669,"jerome1-2878","6-jerome","Long Beach","CA","Des Moines","IA","1944-04-04 00:00:00",41.672687,-93.572173,33.804309,-118.200957
79035,100675,"jerome1-2884","6-jerome","Sacramento","CA","Chicago","IL","1944-05-29 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79036,100678,"jerome1-2887","6-jerome","Long Beach","CA","Chicago","IL","1943-06-04 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79037,100679,"jerome1-2888","6-jerome","Long Beach","CA","Chicago","IL","1944-03-31 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79038,100688,"jerome1-2897","6-jerome","Fowler","CA","Chicago","IL","1944-01-26 00:00:00",41.88531,-87.62213,36.623402,-119.691869
79039,100699,"jerome1-2908","6-jerome","Lomita","CA","Chicago","IL","1943-09-08 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79040,100700,"jerome1-2909","6-jerome","Lomita","CA","Chicago","IL","1943-09-08 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79041,100701,"jerome1-2910","6-jerome","Lomita","CA","Chicago","IL","1943-08-11 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79042,100702,"jerome1-2911","6-jerome","Lomita","CA","Ft. Sheriden","IL","1943-03-17 00:00:00",42.255073,-87.818268,33.79224,-118.31507
79043,100705,"jerome1-2914","6-jerome","Earlimart","CA","Chicago","IL","1943-11-26 00:00:00",41.88531,-87.62213,35.875918,-119.262323
79044,100720,"jerome1-2929","6-jerome","Gardena","CA","Chicago","IL","1943-04-19 00:00:00",41.88531,-87.62213,33.888315,-118.295256
79045,100729,"jerome1-2938","6-jerome","Long Beach","CA","Chicago","IL","1943-08-25 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79046,100749,"jerome1-2958","6-jerome","Fresno","CA","Chicago","IL","1943-10-04 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79047,100755,"jerome1-2964","6-jerome","Fresno","CA","Fruitdale","SD","1943-05-12 00:00:00",44.66913,-103.697073,36.8411,-119.801015
79048,100768,"jerome1-2977","6-jerome","Lomita","CA","Camp Robinson","AR","1943-08-26 00:00:00",36.169246,-94.358822,33.79224,-118.31507
79049,100770,"jerome1-2979","6-jerome","Sacramento","CA","Washington (Rohwer)","DC","1944-05-18 00:00:00",38.911936,-77.016719,38.380456,-121.555406
79054,100814,"jerome1-3023","6-jerome","Fresno","CA","Detroit","MI","1943-06-29 00:00:00",42.347021,-83.060184,36.8411,-119.801015
79055,100815,"jerome1-3024","6-jerome","Fresno","CA","Detroit","MI","1944-05-29 00:00:00",42.347021,-83.060184,36.8411,-119.801015
79056,100831,"jerome1-3040","6-jerome","Hawaii","HI","Chicago","IL","1944-06-12 00:00:00",41.88531,-87.62213,20.24232,-155.83323
79058,100857,"jerome1-3066","6-jerome","Selma","CA","Galveston","TX","1943-06-23 00:00:00",29.310535,-94.775768,36.57078,-119.61208
79059,100861,"jerome1-3070","6-jerome","Torrance","CA","Belle Fourche","SD","1943-05-24 00:00:00",44.93037,-103.87313,33.835665,-118.303805
79060,100862,"jerome1-3071","6-jerome","Torrance","CA","Chicago","IL","1943-04-28 00:00:00",41.88531,-87.62213,33.835665,-118.303805
79061,100882,"jerome1-3091","6-jerome","Los Angeles","CA","Cincinnati","OH","1943-11-18 00:00:00",39.166759,-84.53822,33.973951,-118.248405
79062,100883,"jerome1-3092","6-jerome","Los Angeles","CA","Cincinnati","OH","1943-11-18 00:00:00",39.166759,-84.53822,33.973951,-118.248405
79063,100884,"jerome1-3093","6-jerome","Los Angeles","CA","Chicago","IL","1943-11-27 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79064,100885,"jerome1-3094","6-jerome","Los Angeles","CA","Cincinnati","OH","1943-11-18 00:00:00",39.166759,-84.53822,33.973951,-118.248405
79065,100897,"jerome1-3106","6-jerome","Sacramento","CA","Omaha","NE","1943-12-28 00:00:00",41.291736,-96.171104,38.380456,-121.555406
79066,100898,"jerome1-3107","6-jerome","Sacramento","CA","Omaha","NE","1943-12-28 00:00:00",41.291736,-96.171104,38.380456,-121.555406
79067,100906,"jerome1-3115","6-jerome","Fresno","CA","Chicago","IL","1944-05-11 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79068,100913,"jerome1-3122","6-jerome","Fresno","CA","Chicago","IL","1943-04-15 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79069,100924,"jerome1-3133","6-jerome","Florin","CA","Jackson","MI","1943-05-26 00:00:00",42.248979,-84.421104,39.902424,-122.491767
79070,100925,"jerome1-3134","6-jerome","Florin","CA","Jackson","MI","1943-05-26 00:00:00",42.248979,-84.421104,39.902424,-122.491767
79071,100928,"jerome1-3137","6-jerome","Florin","CA","Kalamazoo","MI","1943-08-16 00:00:00",42.264543,-85.561545,39.902424,-122.491767
79072,100930,"jerome1-3139","6-jerome","Florin","CA","Chicago","IL","1943-04-27 00:00:00",41.88531,-87.62213,39.902424,-122.491767
79073,100931,"jerome1-3140","6-jerome","Florin","CA","Cressey","MI","1943-08-16 00:00:00",45.811633,-87.103192,39.902424,-122.491767
79074,100932,"jerome1-3141","6-jerome","Florin","CA","Cressey","MI","1943-08-16 00:00:00",45.811633,-87.103192,39.902424,-122.491767
79075,100934,"jerome1-3143","6-jerome","Florin","CA","Santa Fe","NM","1943-05-24 00:00:00",35.697473,-105.982146,39.902424,-122.491767
79076,100944,"jerome1-3153","6-jerome","Sebastopol","CA","Little Rock","AR","1943-06-02 00:00:00",34.746905,-92.280049,38.407222,-122.869654
79077,100965,"jerome1-3174","6-jerome","Fresno","CA","Chicago","IL","1943-06-01 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79078,100980,"jerome1-3189","6-jerome","Hanford","CA","Cleveland","OH","1944-06-15 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79079,100982,"jerome1-3191","6-jerome","Hanford","CA","Cleveland","OH","1943-09-09 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79082,101019,"jerome1-3228","6-jerome","Fresno","CA","Malta","MT","1943-05-10 00:00:00",48.124479,-107.783145,36.8411,-119.801015
79083,101020,"jerome1-3229","6-jerome","Fresno","CA","Malta","MT","1943-05-10 00:00:00",48.124479,-107.783145,36.8411,-119.801015
79084,101021,"jerome1-3230","6-jerome","Fresno","CA","Malta","MT","1943-05-10 00:00:00",48.124479,-107.783145,36.8411,-119.801015
79085,101022,"jerome1-3231","6-jerome","Fresno","CA","Malta","MT","1943-08-21 00:00:00",48.124479,-107.783145,36.8411,-119.801015
79087,101030,"jerome1-3239","6-jerome","Fresno","CA","Ann Arbor","MI","1944-05-24 00:00:00",42.266638,-83.849042,36.8411,-119.801015
79088,101057,"jerome1-3266","6-jerome","Hawaii","HI","Minneapolis","MN","1944-05-18 00:00:00",44.984577,-93.269097,20.24232,-155.83323
79089,101069,"jerome1-3278","6-jerome","Delano","CA","Belle Fourche","SD","1943-04-14 00:00:00",44.93037,-103.87313,35.779507,-119.200825
79090,101075,"jerome1-3284","6-jerome","Hanford","CA","Cleveland","OH","1943-09-28 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79091,101082,"jerome1-3291","6-jerome","Redondo Beach","CA","Ann Arbor","MI","1944-05-31 00:00:00",42.266638,-83.849042,33.830006,-118.387124
79092,101088,"jerome1-3297","6-jerome","Redondo Beach","CA","Detroit","MI","1943-06-30 00:00:00",42.347021,-83.060184,33.830006,-118.387124
79093,101089,"jerome1-3298","6-jerome","Marysville","CA","Cincinnati","OH","1944-05-08 00:00:00",39.166759,-84.53822,39.14573,-121.59135
79094,101090,"jerome1-3299","6-jerome","Marysville","CA","Cincinnati","OH","1944-05-08 00:00:00",39.166759,-84.53822,39.14573,-121.59135
79095,101094,"jerome1-3303","6-jerome","Marysville","CA","Cleveland","OH","1944-06-08 00:00:00",41.489381,-81.667486,39.14573,-121.59135
79096,101098,"jerome1-3307","6-jerome","Artesia","CA","Chicago","IL","1944-03-13 00:00:00",41.88531,-87.62213,33.865395,-118.073148
79097,101099,"jerome1-3308","6-jerome","Artesia","CA","Chicago","IL","1944-03-13 00:00:00",41.88531,-87.62213,33.865395,-118.073148
79098,101108,"jerome1-3317","6-jerome","Artesia","CA","Washington","DC","1943-02-14 00:00:00",38.911936,-77.016719,33.865395,-118.073148
79099,101109,"jerome1-3318","6-jerome","Artesia","CA","Chicago","IL","1944-01-11 00:00:00",41.88531,-87.62213,33.865395,-118.073148
79100,101128,"jerome1-3337","6-jerome","Fresno","CA","Denver","CO","1943-09-09 00:00:00",39.760189,-104.996553,36.8411,-119.801015
79101,101129,"jerome1-3338","6-jerome","Fresno","CA","Denver","CO","1943-09-09 00:00:00",39.760189,-104.996553,36.8411,-119.801015
79102,101131,"jerome1-3340","6-jerome","Fresno","CA","Fort Collins","CO","1943-04-13 00:00:00",40.594597,-105.127416,36.8411,-119.801015
79103,101133,"jerome1-3342","6-jerome","Fresno","CA","Fort Collins","CO","1943-04-13 00:00:00",40.594597,-105.127416,36.8411,-119.801015
79104,101139,"jerome1-3348","6-jerome","Artesia","CA","Tremonton","UT","1943-09-17 00:00:00",41.68849,-112.255453,33.865395,-118.073148
79105,101141,"jerome1-3350","6-jerome","Artesia","CA","Chicago","IL","1943-04-05 00:00:00",41.88531,-87.62213,33.865395,-118.073148
79106,101142,"jerome1-3351","6-jerome","Artesia","CA","Tremonton","UT","1943-09-17 00:00:00",41.68849,-112.255453,33.865395,-118.073148
79107,101154,"jerome1-3363","6-jerome","Los Angeles","CA","Detroit","MI","1943-08-09 00:00:00",42.347021,-83.060184,33.973951,-118.248405
79108,101159,"jerome1-3368","6-jerome","Biola","CA","Brooklyn","NY","1944-06-05 00:00:00",40.645099,-73.945032,36.80217,-120.01627
79109,101160,"jerome1-3369","6-jerome","Biola","CA","Brooklyn","NY","1944-06-05 00:00:00",40.645099,-73.945032,36.80217,-120.01627
79110,101163,"jerome1-3372","6-jerome","Hood River","OR","Philadelphia","PA","1944-01-19 00:00:00",40.001811,-75.11787,45.7054,-121.52146
79112,101176,"jerome1-3385","6-jerome","Fresno","CA","Cleveland","OH","1944-05-17 00:00:00",41.489381,-81.667486,36.8411,-119.801015
